Date,AQI,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Source,year,month,day,day_of_week,day_of_year,hour,is_weekend,season,zone,zone_lat,zone_lon,industrial_density,traffic_density,distance_from_center,temperature,humidity,wind_speed,pressure,precipitation,temp_humidity_index,wind_chill,pollution_accumulation,seasonal_pollution_factor,traffic_weather_interaction,industrial_weather_interaction,rain_effect
2025-04-08 18:00:00,236.0,100.8,286.0,,,,,,,,Hourly,2025,4,8,1,98,18,0,1,East,28.6692,77.4538,0.7,0.7,27.857490675399784,29.022792359179586,62.75918640492097,2.182957287733473,1010.4214483686256,0.762256786198432,60.402385561640074,24.65687778371264,11.70006702213637,1.0,0.21992126714916035,0.21992126714916035,0
2025-04-08 19:00:00,238.0,101.4,288.0,,,,,,,,Hourly,2025,4,8,1,98,19,0,1,East,28.6692,77.4538,0.7,0.7,27.857490675399784,31.51672126976996,33.05300801793352,2.8024853101647134,1010.8879620788459,0.23296941132374713,48.04322527873672,25.911750649440535,17.606114559629034,1.0,0.1840901260364574,0.1840901260364574,0
2025-04-08 20:00:00,236.0,100.8,286.0,,,,,,,,Hourly,2025,4,8,1,98,20,0,1,East,28.6692,77.4538,0.7,0.7,27.857490675399784,28.70465629983613,56.301562452920805,2.5686087130284405,1017.8605037329596,0.5009724138689327,56.855437526296534,23.56743887377925,12.245230861972324,1.0,0.1961548761130375,0.1961548761130375,0
2025-04-08 21:00:00,236.0,100.8,286.0,,,,,,,,Hourly,2025,4,8,1,98,21,0,1,East,28.6692,77.4538,0.7,0.7,27.857490675399784,32.35945123298518,31.71050226839157,5.070529796847639,1013.2117008697968,0.7160673772440045,48.21470236718096,22.2183916392899,11.249347259125626,1.0,0.11531118756117505,0.11531118756117505,0
2025-04-08 22:00:00,238.0,101.4,288.0,,,,,,,,Hourly,2025,4,8,1,98,22,0,1,East,28.6692,77.4538,0.7,0.7,27.857490675399784,30.422229219880236,53.09098386444999,1.5254560046983818,1010.5856679717828,0.22083692025679236,56.96772115210523,27.371317210483472,18.57447369832618,1.0,0.2771776656167098,0.2771776656167098,0
2025-04-08 23:00:00,237.0,101.1,287.0,,,,,,,,Hourly,2025,4,8,1,98,23,0,1,East,28.6692,77.4538,0.7,0.7,27.857490675399784,31.284464694836725,38.89859404583147,1.7024231172391247,1014.1937499526639,0.19548226114432582,50.73376171775246,27.879618460358476,22.609859116581095,1.0,0.2590267954468731,0.2590267954468731,0
2025-04-09 00:00:00,235.0,100.5,285.0,,,,,,,,Hourly,2025,4,9,2,99,0,0,1,West,28.6692,77.1025,0.6,0.6,13.320157249071446,33.1395517174581,38.40216983552806,2.5130026814226345,1024.826001330611,0.07105663536837326,52.340636635222126,28.11354635461283,17.534239438589648,1.0,0.17079406263277386,0.17079406263277386,0
2025-04-09 01:00:00,234.0,100.2,284.0,,,,,,,,Hourly,2025,4,9,2,99,1,0,1,West,28.6692,77.1025,0.6,0.6,13.320157249071446,31.82624259263306,49.65259364326113,3.631108367968102,1012.2388168022242,0.37962376099437894,56.65253941426363,24.56402585669686,10.871567313124395,1.0,0.12955861800816593,0.12955861800816593,0
2025-04-09 02:00:00,234.0,100.2,284.0,,,,,,,,Hourly,2025,4,9,2,99,2,0,1,West,28.6692,77.1025,0.6,0.6,13.320157249071446,30.51415054610617,47.38464689147963,2.1432968224646727,1019.9269078076987,0.6514719617346911,54.20647399184598,26.227556901176825,16.738906975786154,1.0,0.1908823868340685,0.1908823868340685,0
2025-04-09 03:00:00,232.0,99.6,282.0,,,,,,,,Hourly,2025,4,9,2,99,3,0,1,West,28.6692,77.1025,0.6,0.6,13.320157249071446,34.75611126659469,37.59401513546939,3.0109649579789965,1015.0998516589079,1.0828986734492172,53.55311883432938,28.734181350636693,15.558845693824033,1.0,0.14958993815351648,0.14958993815351648,1
2025-04-09 04:00:00,232.0,99.6,282.0,,,,,,,,Hourly,2025,4,9,2,99,4,0,1,West,28.6692,77.1025,0.6,0.6,13.320157249071446,30.536086567292873,39.00371211202512,1.5412496334006613,1011.6527616944426,0.036637102726152136,50.03794262330543,27.45358730049155,24.002477791349676,1.0,0.23610431345034338,0.23610431345034338,0
2025-04-09 05:00:00,231.0,99.3,281.0,,,,,,,,Hourly,2025,4,9,2,99,5,0,1,West,28.6692,77.1025,0.6,0.6,13.320157249071446,31.09331283165148,45.15963392582187,3.2955939080438776,1009.6788965665828,0.22608504106500935,53.67312979456241,24.502125015563728,12.766655146680582,1.0,0.1396780079412179,0.1396780079412179,0
2025-04-09 06:00:00,232.0,99.6,282.0,,,,,,,,Hourly,2025,4,9,2,99,6,0,1,West,28.6692,77.1025,0.6,0.6,13.320157249071446,29.804937078200155,55.32881079944572,1.6911215577349616,1007.6967980770104,0.04432304159506587,57.469342477923014,26.422693962730232,16.59946912177119,1.0,0.22295536902651192,0.22295536902651192,0
2025-04-09 07:00:00,232.0,99.6,282.0,,,,,,,,Hourly,2025,4,9,2,99,7,0,1,West,28.6692,77.1025,0.6,0.6,13.320157249071446,29.653898316357452,59.09483297706503,2.6663831232878348,1020.1009040307172,0.18047848187587684,59.20131480488997,24.321132069781783,11.156817399446568,1.0,0.16364901861700396,0.16364901861700396,0
2025-04-09 08:00:00,233.0,99.9,283.0,,,,,,,,Hourly,2025,4,9,2,99,8,0,1,West,28.6692,77.1025,0.6,0.6,13.320157249071446,33.13113969079008,43.903499577950086,2.0847724888507386,1009.360293092811,0.09198495078627122,55.08288947976512,28.9615947130886,18.184971703682823,1.0,0.1945038093306958,0.1945038093306958,0
2025-04-09 09:00:00,233.0,99.9,283.0,,,,,,,,Hourly,2025,4,9,2,99,9,0,1,West,28.6692,77.1025,0.6,0.6,13.320157249071446,29.561199730182025,38.873777447387525,1.4514946962917363,1011.7093507124762,0.8682324215226518,48.99808845387579,26.658210337598554,24.934266692510207,1.0,0.2447486429024678,0.2447486429024678,0
2025-04-09 10:00:00,233.0,99.9,283.0,,,,,,,,Hourly,2025,4,9,2,99,10,0,1,West,28.6692,77.1025,0.6,0.6,13.320157249071446,32.30828151951855,39.31018261256057,1.5544708743484383,1009.4195983187144,2.4214725999976507,51.963372825798835,29.199339770821673,23.758273385254164,1.0,0.23488230225096626,0.23488230225096626,1
2025-04-09 12:00:00,231.0,99.3,281.0,,,,,,,,Hourly,2025,4,9,2,99,12,0,1,West,28.6692,77.1025,0.6,0.6,13.320157249071446,30.090334907740537,56.305999071799874,3.6969821180737936,1016.9844015250148,0.02949073449388784,58.24333444364048,22.696370671592952,9.302569145423698,1.0,0.12774159767209348,0.12774159767209348,0
2025-04-09 13:00:00,237.0,101.1,287.0,,,,,,,,Hourly,2025,4,9,2,99,13,0,1,West,28.6692,77.1025,0.6,0.6,13.320157249071446,33.90849444374993,49.39835245068202,2.728784119630095,1013.9672296958779,0.6136824844024895,58.607670669090936,28.45092620448974,13.570548984835785,1.0,0.16091036132698439,0.16091036132698439,0
2025-04-09 14:00:00,245.0,103.5,295.0,,,,,,,,Hourly,2025,4,9,2,99,14,0,1,West,28.6692,77.1025,0.6,0.6,13.320157249071446,32.41396748624469,56.47782082451244,2.5113338889042987,1009.39561300326,1.3854551990375097,60.652877898500904,27.39129970843609,12.394770919682754,1.0,0.17087523402316726,0.17087523402316726,1
2025-04-09 15:00:00,245.0,103.5,295.0,,,,,,,,Hourly,2025,4,9,2,99,15,0,1,West,28.6692,77.1025,0.6,0.6,13.320157249071446,26.68937557533687,20.0,2.0334631506089056,1021.9034589341342,0.11803941257180516,36.68937557533687,22.62244927411906,26.37249771237262,1.0,0.19779373284279464,0.19779373284279464,0
2025-04-09 16:00:00,246.0,103.8,296.0,,,,,,,,Hourly,2025,4,9,2,99,16,0,1,West,28.6692,77.1025,0.6,0.6,13.320157249071446,30.42046079020537,44.06101067457178,0.6168000129470665,1018.0085234364777,0.9157711649279804,52.45096612749126,29.186860764311238,34.59858292768312,1.0,0.37110341117967555,0.37110341117967555,0
2025-04-09 17:00:00,250.0,105.0,300.0,,,,,,,,Hourly,2025,4,9,2,99,17,0,1,West,28.6692,77.1025,0.6,0.6,13.320157249071446,28.946780854029008,39.746301180219504,1.7096624990793434,1009.9118662237363,0.27031637401539155,48.81993144413876,25.527455855870322,22.236606529504236,1.0,0.221429790685689,0.221429790685689,0
2025-04-09 18:00:00,240.0,102.0,290.0,,,,,,,,Hourly,2025,4,9,2,99,18,0,1,West,28.6692,77.1025,0.6,0.6,13.320157249071446,31.89354354801405,51.65864208355069,1.5900214412671536,1011.6299918263597,0.12084985079107766,57.722864589789395,28.713500665479742,18.6644624427505,1.0,0.23165831388115973,0.23165831388115973,0
2025-04-09 19:00:00,235.0,100.5,285.0,,,,,,,,Hourly,2025,4,9,2,99,19,0,1,West,28.6692,77.1025,0.6,0.6,13.320157249071446,30.340273959206325,58.86680954001474,2.6514301559042415,1006.2190811314929,0.24044725823634022,59.7736787292137,25.03741364739784,11.264953375453246,1.0,0.1643191775227632,0.1643191775227632,0
2025-04-09 20:00:00,232.0,99.6,282.0,,,,,,,,Hourly,2025,4,9,2,99,20,0,1,West,28.6692,77.1025,0.6,0.6,13.320157249071446,24.747503389176543,53.92259401962166,3.726559121038573,1004.793491932041,0.19949912304648226,51.70880039898738,17.294385147099398,9.748615176584037,1.0,0.1269422395097771,0.1269422395097771,0
2025-04-09 21:00:00,236.0,100.8,286.0,,,,,,,,Hourly,2025,4,9,2,99,21,0,1,West,28.6692,77.1025,0.6,0.6,13.320157249071446,19.7192922255226,20.0,3.870016824899017,1013.7096312624433,0.6659206141901106,29.7192922255226,11.979258575724566,16.42704797054964,1.0,0.12320285977912229,0.12320285977912229,0
2025-04-09 22:00:00,235.0,100.5,285.0,,,,,,,,Hourly,2025,4,9,2,99,22,0,1,West,28.6692,77.1025,0.6,0.6,13.320157249071446,26.068684956395707,50.20718709124017,2.2194746818711137,1006.7320563166373,1.0623805028659778,51.17227850201579,21.62973559265348,15.466129673000236,1.0,0.18636580786878199,0.18636580786878199,1
2025-04-09 23:00:00,234.0,100.2,284.0,,,,,,,,Hourly,2025,4,9,2,99,23,0,1,West,28.6692,77.1025,0.6,0.6,13.320157249071446,28.781788094591793,38.04648423606376,1.5192329640111404,1010.0858758823514,1.301503769127811,47.80503021262368,25.743322166569513,24.592213840078298,1.0,0.2381677314370624,0.2381677314370624,1
2025-04-10 00:00:00,235.0,100.5,285.0,,,,,,,,Hourly,2025,4,10,3,100,0,0,1,Central,28.6139,77.209,0.3,0.8,0.0,25.799456457170496,52.48819636591794,1.440970369886867,1013.191815498875,0.8765647662634709,52.04355464012947,22.91751571739676,19.46430985816682,1.0,0.3277385132852219,0.12290194248195821,0
2025-04-10 01:00:00,236.0,100.8,286.0,,,,,,,,Hourly,2025,4,10,3,100,1,0,1,Central,28.6139,77.209,0.3,0.8,0.0,29.355341102132623,42.38959887906077,1.8188512457078023,1020.4559919094048,0.08324860883469012,50.55014054166301,25.717638610717017,20.437545687684377,1.0,0.2838035533865581,0.10642633251995928,0
2025-04-10 02:00:00,236.0,100.8,286.0,,,,,,,,Hourly,2025,4,10,3,100,2,0,1,Central,28.6139,77.209,0.3,0.8,0.0,29.37287505765022,36.19033719394764,1.8494293804961217,1009.0423650468863,0.01919910754568031,47.46804365462404,25.674016296657975,22.393839006089806,1.0,0.28075796700766453,0.10528423762787419,0
2025-04-10 03:00:00,237.0,101.1,287.0,,,,,,,,Hourly,2025,4,10,3,100,3,0,1,Central,28.6139,77.209,0.3,0.8,0.0,38.40374693522359,53.62336233868668,1.0819624824198426,1015.2235019496377,0.5199949483036111,65.21542810456693,36.2398219703839,22.275443507228935,1.0,0.3842528416122891,0.1440948156046084,0
2025-04-10 04:00:00,239.0,101.7,289.0,,,,,,,,Hourly,2025,4,10,3,100,4,0,1,Central,28.6139,77.209,0.3,0.8,0.0,27.964714419691717,47.32937075035232,3.1604243768798796,1014.1251060066098,0.7850371803052528,51.62939979486788,21.64386566593196,12.659917469560678,1.0,0.19228807629474617,0.07210802861052981,0
2025-04-10 05:00:00,239.0,101.7,289.0,,,,,,,,Hourly,2025,4,10,3,100,5,0,1,Central,28.6139,77.209,0.3,0.8,0.0,28.83050398430135,51.272180038832374,2.290909658926187,1004.7092305826895,0.151218009181777,54.46659400371754,24.248684666448977,14.806793565116386,1.0,0.24309388069347287,0.09116020526005232,0
2025-04-10 06:00:00,239.0,101.7,289.0,,,,,,,,Hourly,2025,4,10,3,100,6,0,1,Central,28.6139,77.209,0.3,0.8,0.0,32.412009285219945,49.97829296874423,2.974998952620437,1016.9178573843409,0.03856616532177047,57.40115576959206,26.46201137997907,12.584080556368445,1.0,0.20125791466501303,0.07547171799937988,0
2025-04-10 07:00:00,239.0,101.7,289.0,,,,,,,,Hourly,2025,4,10,3,100,7,0,1,Central,28.6139,77.209,0.3,0.8,0.0,29.417984036347118,59.62403905307394,2.8979299701515693,1010.0066978631037,0.4106727804661727,59.23000356288409,23.62212409604398,10.358308449896564,1.0,0.20523714025803608,0.07696392759676353,0
2025-04-10 08:00:00,241.0,102.3,291.0,,,,,,,,Hourly,2025,4,10,3,100,8,0,1,Central,28.6139,77.209,0.3,0.8,0.0,27.594119034143148,40.83411766349942,1.8285089025250372,1012.7671872905286,0.5301825072972307,48.01117786589286,23.937101229093074,20.9176935181935,1.0,0.28283453493317,0.10606295059993875,0
2025-04-10 09:00:00,243.0,102.9,293.0,,,,,,,,Hourly,2025,4,10,3,100,9,0,1,Central,28.6139,77.209,0.3,0.8,0.0,29.844872061621565,35.236785480900686,3.439093851828382,1010.0121479651596,0.2796471485190763,47.463264802071905,22.9666843579648,14.589287066418864,1.0,0.18021696019571531,0.06758136007339323,0
2025-04-10 10:00:00,245.0,103.5,295.0,,,,,,,,Hourly,2025,4,10,3,100,10,0,1,Central,28.6139,77.209,0.3,0.8,0.0,26.852342789020263,50.115563020833186,2.0564247941397427,1017.7273787770525,0.5418692149785105,51.91012429943686,22.739493200740778,16.321172722722668,1.0,0.261743721466298,0.09815389554986174,0
2025-04-10 11:00:00,247.0,104.1,297.0,,,,,,,,Hourly,2025,4,10,3,100,11,0,1,Central,28.6139,77.209,0.3,0.8,0.0,34.3893651354721,38.230539748039654,5.608305770150945,1023.2559939347179,0.014463218681724507,53.50463500949192,23.172753595170207,9.347246087032898,1.0,0.12105977353734446,0.04539741507650417,0
2025-04-10 12:00:00,252.0,105.6,302.0,,,,,,,,Hourly,2025,4,10,3,100,12,0,1,Central,28.6139,77.209,0.3,0.8,0.0,29.80889161376418,46.412768169124284,2.048234719200359,1005.9427789308447,0.2758454575361305,53.01527569832632,25.712422175363464,17.579759030148836,1.0,0.2624469811858397,0.09841761794468988,0
2025-04-10 13:00:00,252.0,105.6,302.0,,,,,,,,Hourly,2025,4,10,3,100,13,0,1,Central,28.6139,77.209,0.3,0.8,0.0,31.77809160024382,31.85387002945589,3.549646409150272,1005.7769462001143,0.015331027886906894,47.705026614971764,24.678798781943275,14.978335422614,1.0,0.1758378405827398,0.06593919021852741,0
2025-04-10 14:00:00,258.0,107.4,308.0,,,,,,,,Hourly,2025,4,10,3,100,14,0,1,Central,28.6139,77.209,0.3,0.8,0.0,24.98484414306037,62.57638996476467,2.753874715373949,1007.4537135761739,0.36568750341557305,56.27303912544271,19.47709471231247,9.969328459995582,1.0,0.21311313260498801,0.0799174247268705,0
2025-04-10 15:00:00,261.0,108.3,311.0,,,,,,,,Hourly,2025,4,10,3,100,15,0,1,Central,28.6139,77.209,0.3,0.8,0.0,25.997395549797282,36.90298742383398,0.7748933066928168,1010.457513219363,0.07272962914896752,44.44888926171427,24.447608936411648,35.54974957550297,1.0,0.45073131831831126,0.1690242443693667,0
2025-04-10 16:00:00,256.0,106.8,306.0,,,,,,,,Hourly,2025,4,10,3,100,16,0,1,Central,28.6139,77.209,0.3,0.8,0.0,25.98524983290106,35.30352293475579,2.7486810919838525,1018.5845925152597,0.48785405503563734,43.63701130027896,20.487887648933356,17.258463837745655,1.0,0.2134083909433409,0.08002814660375283,0
2025-04-10 17:00:00,246.0,103.8,296.0,,,,,,,,Hourly,2025,4,10,3,100,17,0,1,Central,28.6139,77.209,0.3,0.8,0.0,27.99767861360874,65.98753820567782,2.988030230169696,1006.6649045200753,0.4672523005494247,60.99144771644765,22.02161815326935,8.528636903756595,1.0,0.2006002848092651,0.0752251068034744,0
2025-04-10 18:00:00,244.0,103.2,294.0,,,,,,,,Hourly,2025,4,10,3,100,18,0,1,Central,28.6139,77.209,0.3,0.8,0.0,32.407551584031864,60.01934789388729,1.779947505252523,1016.1690325373328,0.3228082526166524,62.417225530975514,28.84765657352682,14.381801106161882,1.0,0.2877752182328817,0.10791570683733064,0
2025-04-10 19:00:00,250.0,105.0,300.0,,,,,,,,Hourly,2025,4,10,3,100,19,0,1,Central,28.6139,77.209,0.3,0.8,0.0,31.95658371353989,55.065534024138735,3.2672189420314526,1014.9798734138825,0.4856624974793842,59.489350725609256,25.42214582947698,10.530152445018384,1.0,0.18747573322758826,0.0703033999603456,0
2025-04-10 20:00:00,250.0,105.0,300.0,,,,,,,,Hourly,2025,4,10,3,100,20,0,1,Central,28.6139,77.209,0.3,0.8,0.0,32.334479090747486,44.510659346227484,4.654194666148259,1006.9000135950412,0.4670644304800195,54.58980876386123,23.02608975845097,9.813836263188454,1.0,0.1414878770958508,0.05305795391094405,0
2025-04-10 21:00:00,240.0,102.0,290.0,,,,,,,,Hourly,2025,4,10,3,100,21,0,1,Central,28.6139,77.209,0.3,0.8,0.0,24.28855695736122,37.802317410336975,2.165767703840623,1014.9142793152978,0.21881562677202218,43.18971566252971,19.957021549679972,19.64695088468004,1.0,0.25270331712256144,0.09476374392096053,0
2025-04-10 22:00:00,235.0,100.5,285.0,,,,,,,,Hourly,2025,4,10,3,100,22,0,1,Central,28.6139,77.209,0.3,0.8,0.0,28.53821122765293,44.77221263229775,2.9700513828847726,1020.4120614342693,0.4911618924596692,50.924317543801806,22.598108461883385,13.911101404327892,1.0,0.20150872692702865,0.07556577259763574,0
2025-04-10 23:00:00,225.0,97.5,275.0,,,,,,,,Hourly,2025,4,10,3,100,23,0,1,Central,28.6139,77.209,0.3,0.8,0.0,31.77948066552497,28.03037948538631,1.7901728651724418,1015.9054470460501,0.1601608555106457,45.794670408218124,28.199134935180087,25.793964744247393,1.0,0.2867205863786355,0.1075202198919883,0
2025-04-11 00:00:00,218.0,95.4,268.0,,,,,,,,Hourly,2025,4,11,4,101,0,0,1,North,28.7041,77.1025,0.5,0.6,15.491675541722095,26.639187455891626,52.13868286818848,2.5573231668353165,1013.6386698564662,0.013651619909440907,52.70852888998587,21.524541122220995,13.4543067602121,1.0,0.16866614919717146,0.14055512433097622,0
2025-04-11 01:00:00,212.0,93.6,262.0,,,,,,,,Hourly,2025,4,11,4,101,1,0,1,North,28.7041,77.1025,0.5,0.6,15.491675541722095,28.93744535199894,41.87370061973944,1.8158666908380292,1018.3861334525823,0.019824731880245926,49.87429566186866,25.305711970322882,20.642418751351332,1.0,0.21307826892239495,0.1775652241019958,0
2025-04-11 02:00:00,207.0,92.1,257.0,,,,,,,,Hourly,2025,4,11,4,101,2,0,1,North,28.7041,77.1025,0.5,0.6,15.491675541722095,29.86942796004437,57.128580766104385,2.2474472338631424,1013.6881182779089,0.1577000241506836,58.43371834309656,25.374533492318086,13.201575313325739,1.0,0.18476050780546288,0.15396708983788573,0
2025-04-11 03:00:00,203.0,90.9,253.0,,,,,,,,Hourly,2025,4,11,4,101,3,0,1,North,28.7041,77.1025,0.5,0.6,15.491675541722095,28.950021666570326,49.35759013046886,0.4990493390001438,1015.2013919177945,0.06040117893934099,53.628816731804754,27.95192298857004,33.783017377739746,1.0,0.4002536703696465,0.33354472530803875,0
2025-04-11 05:00:00,195.0,88.5,242.5,,,,,,,,Hourly,2025,4,11,4,101,5,0,1,North,28.7041,77.1025,0.5,0.6,15.491675541722095,35.166588682255956,36.25350183856848,2.9746109649429866,1015.1172621349796,0.39472416806701843,53.2933396015402,29.217366752369983,16.03842457128277,1.0,0.15095817057119365,0.1257984754759947,0
2025-04-11 06:00:00,190.0,87.0,235.0,,,,,,,,Hourly,2025,4,11,4,101,6,0,1,North,28.7041,77.1025,0.5,0.6,15.491675541722095,25.6664644695556,32.33848032870135,4.977870276492087,1004.124465836565,0.72883950280098,41.835704633906275,15.710723916571425,11.31866643834291,1.0,0.10037019410733848,0.08364182842278207,0
2025-04-11 07:00:00,186.0,85.8,229.0,,,,,,,,Hourly,2025,4,11,4,101,7,0,1,North,28.7041,77.1025,0.5,0.6,15.491675541722095,31.027373233927662,42.543021057459924,3.875445414034091,1010.2307571222246,2.6992037640090816,52.298883762657624,23.27648240585948,11.784970205419329,1.0,0.12306567893733052,0.10255473244777544,1
2025-04-11 08:00:00,180.0,84.0,220.0,,,,,,,,Hourly,2025,4,11,4,101,8,0,1,North,28.7041,77.1025,0.5,0.6,15.491675541722095,32.785340811236644,58.880821507001954,2.901692779315035,1020.7803549906307,0.037300287885237204,62.22575156473762,26.981955252606575,10.538804774940983,1.0,0.15377940651322464,0.1281495054276872,0
2025-04-11 09:00:00,172.0,81.6,208.0,,,,,,,,Hourly,2025,4,11,4,101,9,0,1,North,28.7041,77.1025,0.5,0.6,15.491675541722095,28.438586917048525,46.88853138829863,3.2386340009164862,1018.2097768763225,0.45051802480910075,51.88285261119784,21.961318915215553,12.530326657177172,1.0,0.14155503869177352,0.11796253224314461,0
2025-04-11 10:00:00,164.0,79.2,196.0,,,,,,,,Hourly,2025,4,11,4,101,10,0,1,North,28.7041,77.1025,0.5,0.6,15.491675541722095,29.739961133993393,62.71289607542262,1.7402970705545802,1015.8139422738433,0.07564416009560165,61.09640917170471,26.25936699288423,13.606956824221703,1.0,0.21895436317733694,0.18246196931444744,0
2025-04-11 11:00:00,162.0,78.6,193.0,,,,,,,,Hourly,2025,4,11,4,101,11,0,1,North,28.7041,77.1025,0.5,0.6,15.491675541722095,29.69464431708504,43.38700638247025,3.4731310710859056,1012.5661699986382,0.1213011181050531,51.38814750832016,22.74838217491323,12.65623401546923,1.0,0.13413423180875916,0.1117785265072993,0
2025-04-11 12:00:00,158.0,77.4,187.0,,,,,,,,Hourly,2025,4,11,4,101,12,0,1,North,28.7041,77.1025,0.5,0.6,15.491675541722095,20.727080235200408,41.09762692877273,3.115192815540647,1021.6183214832997,0.9069286636436998,41.275893699586774,14.496694604119114,14.31339325068509,1.0,0.14580118767075875,0.1215009897256323,0
2025-04-11 13:00:00,157.0,77.1,185.5,,,,,,,,Hourly,2025,4,11,4,101,13,0,1,North,28.7041,77.1025,0.5,0.6,15.491675541722095,27.619779676228173,39.36104991464303,0.9061017446631439,1005.1794192806283,0.3217767659894636,47.300304633549686,25.807576186901887,31.813070973330124,1.0,0.31477857972688394,0.2623154831057366,0
2025-04-11 14:00:00,157.0,77.1,185.5,,,,,,,,Hourly,2025,4,11,4,101,14,0,1,North,28.7041,77.1025,0.5,0.6,15.491675541722095,26.006301613190875,54.09015171893252,2.5942901350997007,1007.9599717145022,0.04190415050915836,53.05137747265714,20.817721342991472,12.772994542855402,1.0,0.16693143220152337,0.13910952683460281,0
2025-04-11 15:00:00,156.0,76.8,184.0,,,,,,,,Hourly,2025,4,11,4,101,15,0,1,North,28.7041,77.1025,0.5,0.6,15.491675541722095,30.207950559899782,45.050674525077845,3.2717515485059376,1014.4040829546417,0.27331709411389854,52.733287822438704,23.664447462887907,12.863417933128837,1.0,0.14045760695278553,0.11704800579398796,0
2025-04-11 16:00:00,164.0,79.2,196.0,,,,,,,,Hourly,2025,4,11,4,101,16,0,1,North,28.7041,77.1025,0.5,0.6,15.491675541722095,31.315484712006235,41.5285251184335,1.5079685705171708,1009.0475526134137,0.09903614352378101,52.079747271222985,28.299547570971892,23.314277367323243,1.0,0.23923744781070894,0.19936453984225747,0
2025-04-11 17:00:00,164.0,79.2,196.0,,,,,,,,Hourly,2025,4,11,4,101,17,0,1,North,28.7041,77.1025,0.5,0.6,15.491675541722095,28.582030495658074,55.465577604271544,2.9557129187404176,1008.6525176879852,0.4673334603385208,56.314819297793846,22.67060465817724,11.258254405860463,1.0,0.1516793590246313,0.12639946585385942,0
2025-04-11 18:00:00,159.0,77.7,188.5,,,,,,,,Hourly,2025,4,11,4,101,18,0,1,North,28.7041,77.1025,0.5,0.6,15.491675541722095,29.86669711314677,42.01326656662116,4.051101825899502,1010.2717131747391,0.15211844281707662,50.87333039645735,21.76449346134777,11.480016723490333,1.0,0.11878596406896862,0.09898830339080718,0
2025-04-11 19:00:00,151.0,75.3,176.5,,,,,,,,Hourly,2025,4,11,4,101,19,0,1,North,28.7041,77.1025,0.5,0.6,15.491675541722095,31.503329528693165,38.758174605137164,3.4865220560091656,1010.2490844181469,0.09778404337354715,50.88241683126175,24.530285416674833,13.650178162578438,1.0,0.13373387949723126,0.11144489958102603,0
2025-04-11 20:00:00,149.0,74.7,173.5,,,,,,,,Hourly,2025,4,11,4,101,20,0,1,North,28.7041,77.1025,0.5,0.6,15.491675541722095,20.799983193242532,49.68465809454868,1.9739167157859365,1014.0508988651407,0.7337212251169194,45.64231224051687,16.85214976167066,16.918880625799286,1.0,0.20175413683077337,0.16812844735897783,0
2025-04-11 21:00:00,151.0,75.3,176.5,,,,,,,,Hourly,2025,4,11,4,101,21,0,1,North,28.7041,77.1025,0.5,0.6,15.491675541722095,31.73172149504153,44.124905129240744,4.150586767910865,1010.5523380521221,0.5655134203580521,53.7941740596619,23.4305479592198,10.848296978292206,1.0,0.11649158184036701,0.09707631820030585,0
2025-04-11 22:00:00,148.0,74.4,172.0,,,,,,,,Hourly,2025,4,11,4,101,22,0,1,North,28.7041,77.1025,0.5,0.6,15.491675541722095,30.4818282968661,45.46178681689499,1.2436173344449137,1011.0438916477046,0.7258301041584304,53.2127217053136,27.994593627976275,24.308161800059423,1.0,0.26742528272917093,0.2228544022743091,0
2025-04-11 23:00:00,143.0,72.9,164.5,,,,,,,,Hourly,2025,4,11,4,101,23,0,1,North,28.7041,77.1025,0.5,0.6,15.491675541722095,28.58913607733116,35.98312325158757,3.1254678584459987,1010.456350416828,0.08528393769856629,46.58069770312494,22.33820036043916,15.517482851636277,1.0,0.1454380498375791,0.12119837486464927,0
2025-04-12 00:00:00,138.0,71.4,157.0,,,,,,,,Hourly,2025,4,12,5,102,0,1,1,South,28.5355,77.391,0.2,0.5,21.99664905752723,29.334172879272824,60.646499164245405,3.227510063086363,1020.2223127560942,0.0618192279101602,59.65742246139553,22.879152753100097,9.308907666330645,1.0,0.11827292958232884,0.04730917183293154,0
2025-04-12 01:00:00,134.0,70.2,151.0,,,,,,,,Hourly,2025,4,12,5,102,1,1,1,South,28.5355,77.391,0.2,0.5,21.99664905752723,27.377944883841295,48.16504686969415,1.7404462392972904,1014.3875373033436,2.1975609873671726,51.46046831868837,23.897052405246715,18.914785623963727,1.0,0.18245203749306566,0.07298081499722626,1
2025-04-12 02:00:00,130.0,69.0,145.0,,,,,,,,Hourly,2025,4,12,5,102,2,1,1,South,28.5355,77.391,0.2,0.5,21.99664905752723,32.03824225532104,50.1920912330455,1.823346194778641,1016.7321117127726,0.009521909428168699,57.13428787184379,28.391549865763757,17.641445763564814,1.0,0.1770948249012734,0.07083792996050936,0
2025-04-12 03:00:00,126.0,67.8,139.0,,,,,,,,Hourly,2025,4,12,5,102,3,1,1,South,28.5355,77.391,0.2,0.5,21.99664905752723,33.03473045299838,56.48398980813903,2.3894793619576733,1008.082679564398,0.6864827109446484,61.276725357067896,28.255771729083037,12.838552929476249,1.0,0.1475152808457324,0.059006112338292956,0
