Date,AQI,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Source,year,month,day,day_of_week,day_of_year,hour,is_weekend,season
2025-05-31 14:00:00,220.0,96.0,270.0,,,,,,,,Hourly,2025,5,31,5,151,14,1,1
2025-05-31 15:00:00,236.0,100.8,286.0,,,,,,,,Hourly,2025,5,31,5,151,15,1,1
2025-05-31 16:00:00,241.0,102.3,291.0,,,,,,,,Hourly,2025,5,31,5,151,16,1,1
2025-05-31 17:00:00,225.0,97.5,275.0,,,,,,,,Hourly,2025,5,31,5,151,17,1,1
2025-05-31 18:00:00,233.0,99.9,283.0,,,,,,,,Hourly,2025,5,31,5,151,18,1,1
2025-05-31 19:00:00,235.0,100.5,285.0,,,,,,,,Hourly,2025,5,31,5,151,19,1,1
2025-05-31 20:00:00,234.0,100.2,284.0,,,,,,,,Hourly,2025,5,31,5,151,20,1,1
2025-05-31 21:00:00,234.0,100.2,284.0,,,,,,,,Hourly,2025,5,31,5,151,21,1,1
2025-05-31 22:00:00,232.0,99.6,282.0,,,,,,,,Hourly,2025,5,31,5,151,22,1,1
2025-05-31 23:00:00,232.0,99.6,282.0,,,,,,,,Hourly,2025,5,31,5,151,23,1,1
2025-06-01 00:00:00,231.0,99.3,281.0,,,,,,,,Hourly,2025,6,1,6,152,0,1,2
2025-06-01 01:00:00,229.0,98.7,279.0,,,,,,,,Hourly,2025,6,1,6,152,1,1,2
2025-06-01 02:00:00,226.0,97.8,276.0,,,,,,,,Hourly,2025,6,1,6,152,2,1,2
2025-06-01 03:00:00,222.0,96.6,272.0,,,,,,,,Hourly,2025,6,1,6,152,3,1,2
2025-06-01 04:00:00,218.0,95.4,268.0,,,,,,,,Hourly,2025,6,1,6,152,4,1,2
2025-06-01 05:00:00,215.0,94.5,265.0,,,,,,,,Hourly,2025,6,1,6,152,5,1,2
2025-06-01 06:00:00,212.0,93.6,262.0,,,,,,,,Hourly,2025,6,1,6,152,6,1,2
2025-06-01 07:00:00,208.0,92.4,258.0,,,,,,,,Hourly,2025,6,1,6,152,7,1,2
2025-06-01 08:00:00,206.0,91.8,256.0,,,,,,,,Hourly,2025,6,1,6,152,8,1,2
2025-06-01 09:00:00,198.0,89.4,247.0,,,,,,,,Hourly,2025,6,1,6,152,9,1,2
2025-06-01 10:00:00,193.0,87.9,239.5,,,,,,,,Hourly,2025,6,1,6,152,10,1,2
2025-06-01 11:00:00,187.0,86.1,230.5,,,,,,,,Hourly,2025,6,1,6,152,11,1,2
2025-06-01 12:00:00,188.0,86.4,232.0,,,,,,,,Hourly,2025,6,1,6,152,12,1,2
2025-06-01 13:00:00,187.0,86.1,230.5,,,,,,,,Hourly,2025,6,1,6,152,13,1,2
2025-06-01 14:00:00,188.0,86.4,232.0,,,,,,,,Hourly,2025,6,1,6,152,14,1,2
2025-06-01 15:00:00,192.0,87.6,238.0,,,,,,,,Hourly,2025,6,1,6,152,15,1,2
2025-06-01 16:00:00,197.0,89.1,245.5,,,,,,,,Hourly,2025,6,1,6,152,16,1,2
2025-06-01 17:00:00,201.0,90.3,251.0,,,,,,,,Hourly,2025,6,1,6,152,17,1,2
2025-06-01 18:00:00,203.0,90.9,253.0,,,,,,,,Hourly,2025,6,1,6,152,18,1,2
2025-06-01 19:00:00,201.0,90.3,251.0,,,,,,,,Hourly,2025,6,1,6,152,19,1,2
2025-06-01 20:00:00,197.0,89.1,245.5,,,,,,,,Hourly,2025,6,1,6,152,20,1,2
2025-06-01 21:00:00,194.0,88.2,241.0,,,,,,,,Hourly,2025,6,1,6,152,21,1,2
2025-06-01 22:00:00,190.0,87.0,235.0,,,,,,,,Hourly,2025,6,1,6,152,22,1,2
2025-06-01 23:00:00,185.0,85.5,227.5,,,,,,,,Hourly,2025,6,1,6,152,23,1,2
2025-06-02 00:00:00,182.0,84.6,223.0,,,,,,,,Hourly,2025,6,2,0,153,0,0,2
2025-06-02 01:00:00,179.0,83.7,218.5,,,,,,,,Hourly,2025,6,2,0,153,1,0,2
2025-06-02 02:00:00,176.0,82.8,214.0,,,,,,,,Hourly,2025,6,2,0,153,2,0,2
2025-06-02 03:00:00,173.0,81.9,209.5,,,,,,,,Hourly,2025,6,2,0,153,3,0,2
2025-06-02 04:00:00,170.0,81.0,205.0,,,,,,,,Hourly,2025,6,2,0,153,4,0,2
2025-06-02 05:00:00,168.0,80.4,202.0,,,,,,,,Hourly,2025,6,2,0,153,5,0,2
2025-06-02 06:00:00,167.0,80.1,200.5,,,,,,,,Hourly,2025,6,2,0,153,6,0,2
2025-06-02 07:00:00,166.0,79.8,199.0,,,,,,,,Hourly,2025,6,2,0,153,7,0,2
2025-06-02 08:00:00,165.0,79.5,197.5,,,,,,,,Hourly,2025,6,2,0,153,8,0,2
2025-06-02 09:00:00,165.0,79.5,197.5,,,,,,,,Hourly,2025,6,2,0,153,9,0,2
2025-06-02 10:00:00,164.0,79.2,196.0,,,,,,,,Hourly,2025,6,2,0,153,10,0,2
2025-06-02 11:00:00,161.0,78.3,191.5,,,,,,,,Hourly,2025,6,2,0,153,11,0,2
2025-06-02 12:00:00,160.0,78.0,190.0,,,,,,,,Hourly,2025,6,2,0,153,12,0,2
2025-06-02 13:00:00,163.0,78.9,194.5,,,,,,,,Hourly,2025,6,2,0,153,13,0,2
2025-06-02 14:00:00,163.0,78.9,194.5,,,,,,,,Hourly,2025,6,2,0,153,14,0,2
2025-06-02 15:00:00,161.0,78.3,191.5,,,,,,,,Hourly,2025,6,2,0,153,15,0,2
2025-06-02 16:00:00,158.0,77.4,187.0,,,,,,,,Hourly,2025,6,2,0,153,16,0,2
2025-06-02 17:00:00,152.0,75.6,178.0,,,,,,,,Hourly,2025,6,2,0,153,17,0,2
2025-06-02 18:00:00,125.0,67.5,137.5,,,,,,,,Hourly,2025,6,2,0,153,18,0,2
2025-06-02 19:00:00,129.0,68.7,143.5,,,,,,,,Hourly,2025,6,2,0,153,19,0,2
2025-06-02 20:00:00,131.0,69.3,146.5,,,,,,,,Hourly,2025,6,2,0,153,20,0,2
2025-06-02 21:00:00,130.0,69.0,145.0,,,,,,,,Hourly,2025,6,2,0,153,21,0,2
2025-06-02 22:00:00,128.0,68.4,142.0,,,,,,,,Hourly,2025,6,2,0,153,22,0,2
2025-06-02 23:00:00,129.0,68.7,143.5,,,,,,,,Hourly,2025,6,2,0,153,23,0,2
2025-06-03 00:00:00,127.0,68.1,140.5,,,,,,,,Hourly,2025,6,3,1,154,0,0,2
2025-06-03 01:00:00,128.0,68.4,142.0,,,,,,,,Hourly,2025,6,3,1,154,1,0,2
2025-06-03 02:00:00,128.0,68.4,142.0,,,,,,,,Hourly,2025,6,3,1,154,2,0,2
2025-06-03 03:00:00,130.0,69.0,145.0,,,,,,,,Hourly,2025,6,3,1,154,3,0,2
2025-06-03 04:00:00,131.0,69.3,146.5,,,,,,,,Hourly,2025,6,3,1,154,4,0,2
2025-06-03 05:00:00,132.0,69.6,148.0,,,,,,,,Hourly,2025,6,3,1,154,5,0,2
2025-06-03 06:00:00,134.0,70.2,151.0,,,,,,,,Hourly,2025,6,3,1,154,6,0,2
2025-06-03 07:00:00,137.0,71.1,155.5,,,,,,,,Hourly,2025,6,3,1,154,7,0,2
2025-06-03 08:00:00,138.0,71.4,157.0,,,,,,,,Hourly,2025,6,3,1,154,8,0,2
2025-06-03 09:00:00,137.0,71.1,155.5,,,,,,,,Hourly,2025,6,3,1,154,9,0,2
2025-06-03 10:00:00,138.0,71.4,157.0,,,,,,,,Hourly,2025,6,3,1,154,10,0,2
2025-06-03 11:00:00,139.0,71.7,158.5,,,,,,,,Hourly,2025,6,3,1,154,11,0,2
2025-06-03 12:00:00,140.0,72.0,160.0,,,,,,,,Hourly,2025,6,3,1,154,12,0,2
2025-06-03 13:00:00,155.0,76.5,182.5,,,,,,,,Hourly,2025,6,3,1,154,13,0,2
2025-06-03 14:00:00,155.0,76.5,182.5,,,,,,,,Hourly,2025,6,3,1,154,14,0,2
2025-06-03 15:00:00,144.0,73.2,166.0,,,,,,,,Hourly,2025,6,3,1,154,15,0,2
2025-06-03 16:00:00,143.0,72.9,164.5,,,,,,,,Hourly,2025,6,3,1,154,16,0,2
2025-06-03 17:00:00,142.0,72.6,163.0,,,,,,,,Hourly,2025,6,3,1,154,17,0,2
2025-06-03 21:00:00,138.0,71.4,157.0,,,,,,,,Hourly,2025,6,3,1,154,21,0,2
2025-06-03 22:00:00,135.0,70.5,152.5,,,,,,,,Hourly,2025,6,3,1,154,22,0,2
2025-06-03 23:00:00,137.0,71.1,155.5,,,,,,,,Hourly,2025,6,3,1,154,23,0,2
2025-06-04 00:00:00,143.0,72.9,164.5,,,,,,,,Hourly,2025,6,4,2,155,0,0,2
2025-06-04 01:00:00,150.0,75.0,175.0,,,,,,,,Hourly,2025,6,4,2,155,1,0,2
2025-06-04 02:00:00,161.0,78.3,191.5,,,,,,,,Hourly,2025,6,4,2,155,2,0,2
2025-06-04 03:00:00,166.0,79.8,199.0,,,,,,,,Hourly,2025,6,4,2,155,3,0,2
2025-06-04 04:00:00,172.0,81.6,208.0,,,,,,,,Hourly,2025,6,4,2,155,4,0,2
2025-06-04 05:00:00,177.0,83.1,215.5,,,,,,,,Hourly,2025,6,4,2,155,5,0,2
2025-06-04 06:00:00,178.0,83.4,217.0,,,,,,,,Hourly,2025,6,4,2,155,6,0,2
2025-06-04 07:00:00,178.0,83.4,217.0,,,,,,,,Hourly,2025,6,4,2,155,7,0,2
2025-06-04 08:00:00,178.0,83.4,217.0,,,,,,,,Hourly,2025,6,4,2,155,8,0,2
2025-06-04 09:00:00,181.0,84.3,221.5,,,,,,,,Hourly,2025,6,4,2,155,9,0,2
2025-06-04 10:00:00,181.0,84.3,221.5,,,,,,,,Hourly,2025,6,4,2,155,10,0,2
2025-06-04 11:00:00,181.0,84.3,221.5,,,,,,,,Hourly,2025,6,4,2,155,11,0,2
2025-06-04 12:00:00,182.0,84.6,223.0,,,,,,,,Hourly,2025,6,4,2,155,12,0,2
2025-06-04 13:00:00,187.0,86.1,230.5,,,,,,,,Hourly,2025,6,4,2,155,13,0,2
2025-06-04 14:00:00,202.0,90.6,252.0,,,,,,,,Hourly,2025,6,4,2,155,14,0,2
2025-06-04 15:00:00,210.0,93.0,260.0,,,,,,,,Hourly,2025,6,4,2,155,15,0,2
2025-06-04 16:00:00,187.0,86.1,230.5,,,,,,,,Hourly,2025,6,4,2,155,16,0,2
2025-06-04 17:00:00,188.0,86.4,232.0,,,,,,,,Hourly,2025,6,4,2,155,17,0,2
2025-06-04 18:00:00,186.0,85.8,229.0,,,,,,,,Hourly,2025,6,4,2,155,18,0,2
2025-06-04 19:00:00,183.0,84.9,224.5,,,,,,,,Hourly,2025,6,4,2,155,19,0,2
2025-06-04 20:00:00,182.0,84.6,223.0,,,,,,,,Hourly,2025,6,4,2,155,20,0,2
2025-06-04 21:00:00,181.0,84.3,221.5,,,,,,,,Hourly,2025,6,4,2,155,21,0,2
2025-06-04 22:00:00,179.0,83.7,218.5,,,,,,,,Hourly,2025,6,4,2,155,22,0,2
2025-06-04 23:00:00,177.0,83.1,215.5,,,,,,,,Hourly,2025,6,4,2,155,23,0,2
2025-06-05 00:00:00,172.0,81.6,208.0,,,,,,,,Hourly,2025,6,5,3,156,0,0,2
2025-06-05 01:00:00,162.0,78.6,193.0,,,,,,,,Hourly,2025,6,5,3,156,1,0,2
2025-06-05 02:00:00,157.0,77.1,185.5,,,,,,,,Hourly,2025,6,5,3,156,2,0,2
2025-06-05 03:00:00,154.0,76.2,181.0,,,,,,,,Hourly,2025,6,5,3,156,3,0,2
2025-06-05 05:00:00,146.0,73.8,169.0,,,,,,,,Hourly,2025,6,5,3,156,5,0,2
2025-06-05 06:00:00,146.0,73.8,169.0,,,,,,,,Hourly,2025,6,5,3,156,6,0,2
2025-06-05 07:00:00,145.0,73.5,167.5,,,,,,,,Hourly,2025,6,5,3,156,7,0,2
2025-06-05 08:00:00,144.0,73.2,166.0,,,,,,,,Hourly,2025,6,5,3,156,8,0,2
2025-06-05 09:00:00,146.0,73.8,169.0,,,,,,,,Hourly,2025,6,5,3,156,9,0,2
2025-06-05 10:00:00,146.0,73.8,169.0,,,,,,,,Hourly,2025,6,5,3,156,10,0,2
2025-06-05 11:00:00,146.0,73.8,169.0,,,,,,,,Hourly,2025,6,5,3,156,11,0,2
2025-06-05 12:00:00,160.0,78.0,190.0,,,,,,,,Hourly,2025,6,5,3,156,12,0,2
2025-06-05 13:00:00,184.0,85.2,226.0,,,,,,,,Hourly,2025,6,5,3,156,13,0,2
2025-06-05 15:00:00,200.0,90.0,250.0,,,,,,,,Hourly,2025,6,5,3,156,15,0,2
2025-06-05 16:00:00,203.0,90.9,253.0,,,,,,,,Hourly,2025,6,5,3,156,16,0,2
2025-06-05 17:00:00,203.0,90.9,253.0,,,,,,,,Hourly,2025,6,5,3,156,17,0,2
2025-06-05 18:00:00,192.0,87.6,238.0,,,,,,,,Hourly,2025,6,5,3,156,18,0,2
2025-06-05 19:00:00,168.0,80.4,202.0,,,,,,,,Hourly,2025,6,5,3,156,19,0,2
2025-06-05 20:00:00,177.0,83.1,215.5,,,,,,,,Hourly,2025,6,5,3,156,20,0,2
2025-06-05 21:00:00,172.0,81.6,208.0,,,,,,,,Hourly,2025,6,5,3,156,21,0,2
2025-06-05 22:00:00,164.0,79.2,196.0,,,,,,,,Hourly,2025,6,5,3,156,22,0,2
2025-06-05 23:00:00,155.0,76.5,182.5,,,,,,,,Hourly,2025,6,5,3,156,23,0,2
2025-06-06 00:00:00,149.0,74.7,173.5,,,,,,,,Hourly,2025,6,6,4,157,0,0,2
2025-06-06 01:00:00,146.0,73.8,169.0,,,,,,,,Hourly,2025,6,6,4,157,1,0,2
2025-06-06 02:00:00,144.0,73.2,166.0,,,,,,,,Hourly,2025,6,6,4,157,2,0,2
2025-06-06 03:00:00,144.0,73.2,166.0,,,,,,,,Hourly,2025,6,6,4,157,3,0,2
2025-06-06 04:00:00,144.0,73.2,166.0,,,,,,,,Hourly,2025,6,6,4,157,4,0,2
2025-06-06 05:00:00,143.0,72.9,164.5,,,,,,,,Hourly,2025,6,6,4,157,5,0,2
2025-06-06 06:00:00,142.0,72.6,163.0,,,,,,,,Hourly,2025,6,6,4,157,6,0,2
2025-06-06 07:00:00,141.0,72.3,161.5,,,,,,,,Hourly,2025,6,6,4,157,7,0,2
2025-06-06 08:00:00,140.0,72.0,160.0,,,,,,,,Hourly,2025,6,6,4,157,8,0,2
2025-06-06 09:00:00,138.0,71.4,157.0,,,,,,,,Hourly,2025,6,6,4,157,9,0,2
2025-06-06 10:00:00,137.0,71.1,155.5,,,,,,,,Hourly,2025,6,6,4,157,10,0,2
2025-06-06 11:00:00,147.0,74.1,170.5,,,,,,,,Hourly,2025,6,6,4,157,11,0,2
2025-06-06 12:00:00,151.0,75.3,176.5,,,,,,,,Hourly,2025,6,6,4,157,12,0,2
2025-06-06 13:00:00,155.0,76.5,182.5,,,,,,,,Hourly,2025,6,6,4,157,13,0,2
2025-06-06 14:00:00,156.0,76.8,184.0,,,,,,,,Hourly,2025,6,6,4,157,14,0,2
2025-06-06 15:00:00,160.0,78.0,190.0,,,,,,,,Hourly,2025,6,6,4,157,15,0,2
2025-06-06 16:00:00,161.0,78.3,191.5,,,,,,,,Hourly,2025,6,6,4,157,16,0,2
2025-06-06 17:00:00,161.0,78.3,191.5,,,,,,,,Hourly,2025,6,6,4,157,17,0,2
2025-06-06 18:00:00,160.0,78.0,190.0,,,,,,,,Hourly,2025,6,6,4,157,18,0,2
2025-06-06 19:00:00,155.0,76.5,182.5,,,,,,,,Hourly,2025,6,6,4,157,19,0,2
2025-06-06 20:00:00,150.0,75.0,175.0,,,,,,,,Hourly,2025,6,6,4,157,20,0,2
2025-06-06 21:00:00,152.0,75.6,178.0,,,,,,,,Hourly,2025,6,6,4,157,21,0,2
2025-06-06 22:00:00,150.0,75.0,175.0,,,,,,,,Hourly,2025,6,6,4,157,22,0,2
2025-06-06 23:00:00,147.0,74.1,170.5,,,,,,,,Hourly,2025,6,6,4,157,23,0,2
2025-06-07 00:00:00,146.0,73.8,169.0,,,,,,,,Hourly,2025,6,7,5,158,0,1,2
2025-06-07 01:00:00,147.0,74.1,170.5,,,,,,,,Hourly,2025,6,7,5,158,1,1,2
2025-06-07 02:00:00,150.0,75.0,175.0,,,,,,,,Hourly,2025,6,7,5,158,2,1,2
2025-06-07 03:00:00,151.0,75.3,176.5,,,,,,,,Hourly,2025,6,7,5,158,3,1,2
2025-06-07 04:00:00,154.0,76.2,181.0,,,,,,,,Hourly,2025,6,7,5,158,4,1,2
2025-06-07 05:00:00,158.0,77.4,187.0,,,,,,,,Hourly,2025,6,7,5,158,5,1,2
2025-06-07 06:00:00,161.0,78.3,191.5,,,,,,,,Hourly,2025,6,7,5,158,6,1,2
2025-06-07 07:00:00,165.0,79.5,197.5,,,,,,,,Hourly,2025,6,7,5,158,7,1,2
2025-06-07 08:00:00,167.0,80.1,200.5,,,,,,,,Hourly,2025,6,7,5,158,8,1,2
2025-06-07 09:00:00,169.0,80.7,203.5,,,,,,,,Hourly,2025,6,7,5,158,9,1,2
2025-06-07 10:00:00,170.0,81.0,205.0,,,,,,,,Hourly,2025,6,7,5,158,10,1,2
2025-06-07 11:00:00,171.0,81.3,206.5,,,,,,,,Hourly,2025,6,7,5,158,11,1,2
2025-06-07 12:00:00,171.0,81.3,206.5,,,,,,,,Hourly,2025,6,7,5,158,12,1,2
2025-06-07 13:00:00,195.0,88.5,242.5,,,,,,,,Hourly,2025,6,7,5,158,13,1,2
2025-06-07 14:00:00,202.0,90.6,252.0,,,,,,,,Hourly,2025,6,7,5,158,14,1,2
2025-06-07 15:00:00,207.0,92.1,257.0,,,,,,,,Hourly,2025,6,7,5,158,15,1,2
2025-06-07 16:00:00,209.0,92.7,259.0,,,,,,,,Hourly,2025,6,7,5,158,16,1,2
2025-06-07 17:00:00,209.0,92.7,259.0,,,,,,,,Hourly,2025,6,7,5,158,17,1,2
2025-06-07 18:00:00,201.0,90.3,251.0,,,,,,,,Hourly,2025,6,7,5,158,18,1,2
2025-06-07 19:00:00,187.0,86.1,230.5,,,,,,,,Hourly,2025,6,7,5,158,19,1,2
2025-06-07 20:00:00,188.0,86.4,232.0,,,,,,,,Hourly,2025,6,7,5,158,20,1,2
2025-06-07 21:00:00,192.0,87.6,238.0,,,,,,,,Hourly,2025,6,7,5,158,21,1,2
2025-06-07 22:00:00,186.0,85.8,229.0,,,,,,,,Hourly,2025,6,7,5,158,22,1,2
2025-06-07 23:00:00,180.0,84.0,220.0,,,,,,,,Hourly,2025,6,7,5,158,23,1,2
2025-06-08 00:00:00,178.0,83.4,217.0,,,,,,,,Hourly,2025,6,8,6,159,0,1,2
2025-06-08 01:00:00,179.0,83.7,218.5,,,,,,,,Hourly,2025,6,8,6,159,1,1,2
2025-06-08 02:00:00,179.0,83.7,218.5,,,,,,,,Hourly,2025,6,8,6,159,2,1,2
2025-06-08 03:00:00,178.0,83.4,217.0,,,,,,,,Hourly,2025,6,8,6,159,3,1,2
2025-06-08 04:00:00,178.0,83.4,217.0,,,,,,,,Hourly,2025,6,8,6,159,4,1,2
2025-06-08 05:00:00,177.0,83.1,215.5,,,,,,,,Hourly,2025,6,8,6,159,5,1,2
2025-06-08 06:00:00,176.0,82.8,214.0,,,,,,,,Hourly,2025,6,8,6,159,6,1,2
2025-06-08 07:00:00,175.0,82.5,212.5,,,,,,,,Hourly,2025,6,8,6,159,7,1,2
2025-06-08 08:00:00,175.0,82.5,212.5,,,,,,,,Hourly,2025,6,8,6,159,8,1,2
2025-06-08 09:00:00,175.0,82.5,212.5,,,,,,,,Hourly,2025,6,8,6,159,9,1,2
2025-06-08 10:00:00,178.0,83.4,217.0,,,,,,,,Hourly,2025,6,8,6,159,10,1,2
2025-06-08 11:00:00,185.0,85.5,227.5,,,,,,,,Hourly,2025,6,8,6,159,11,1,2
2025-06-08 12:00:00,197.0,89.1,245.5,,,,,,,,Hourly,2025,6,8,6,159,12,1,2
2025-06-08 13:00:00,195.0,88.5,242.5,,,,,,,,Hourly,2025,6,8,6,159,13,1,2
2025-06-08 14:00:00,201.0,90.3,251.0,,,,,,,,Hourly,2025,6,8,6,159,14,1,2
2025-06-08 15:00:00,200.0,90.0,250.0,,,,,,,,Hourly,2025,6,8,6,159,15,1,2
2025-06-08 16:00:00,198.0,89.4,247.0,,,,,,,,Hourly,2025,6,8,6,159,16,1,2
2025-06-08 17:00:00,198.0,89.4,247.0,,,,,,,,Hourly,2025,6,8,6,159,17,1,2
2025-06-08 19:00:00,191.0,87.3,236.5,,,,,,,,Hourly,2025,6,8,6,159,19,1,2
2025-06-08 20:00:00,196.0,88.8,244.0,,,,,,,,Hourly,2025,6,8,6,159,20,1,2
2025-06-08 21:00:00,193.0,87.9,239.5,,,,,,,,Hourly,2025,6,8,6,159,21,1,2
2025-06-08 22:00:00,193.0,87.9,239.5,,,,,,,,Hourly,2025,6,8,6,159,22,1,2
2025-06-08 23:00:00,193.0,87.9,239.5,,,,,,,,Hourly,2025,6,8,6,159,23,1,2
2025-06-09 00:00:00,194.0,88.2,241.0,,,,,,,,Hourly,2025,6,9,0,160,0,0,2
2025-06-09 01:00:00,195.0,88.5,242.5,,,,,,,,Hourly,2025,6,9,0,160,1,0,2
2025-06-09 02:00:00,197.0,89.1,245.5,,,,,,,,Hourly,2025,6,9,0,160,2,0,2
2025-06-09 03:00:00,200.0,90.0,250.0,,,,,,,,Hourly,2025,6,9,0,160,3,0,2
2025-06-09 04:00:00,202.0,90.6,252.0,,,,,,,,Hourly,2025,6,9,0,160,4,0,2
2025-06-09 05:00:00,205.0,91.5,255.0,,,,,,,,Hourly,2025,6,9,0,160,5,0,2
2025-06-09 06:00:00,208.0,92.4,258.0,,,,,,,,Hourly,2025,6,9,0,160,6,0,2
2025-06-09 07:00:00,212.0,93.6,262.0,,,,,,,,Hourly,2025,6,9,0,160,7,0,2
2025-06-09 08:00:00,215.0,94.5,265.0,,,,,,,,Hourly,2025,6,9,0,160,8,0,2
2025-06-09 09:00:00,219.0,95.7,269.0,,,,,,,,Hourly,2025,6,9,0,160,9,0,2
2025-06-09 10:00:00,224.0,97.2,274.0,,,,,,,,Hourly,2025,6,9,0,160,10,0,2
2025-06-09 11:00:00,229.0,98.7,279.0,,,,,,,,Hourly,2025,6,9,0,160,11,0,2
2025-06-09 12:00:00,231.0,99.3,281.0,,,,,,,,Hourly,2025,6,9,0,160,12,0,2
2025-06-09 13:00:00,235.0,100.5,285.0,,,,,,,,Hourly,2025,6,9,0,160,13,0,2
2025-06-09 14:00:00,237.0,101.1,287.0,,,,,,,,Hourly,2025,6,9,0,160,14,0,2
2025-06-09 15:00:00,234.0,100.2,284.0,,,,,,,,Hourly,2025,6,9,0,160,15,0,2
2025-06-09 16:00:00,235.0,100.5,285.0,,,,,,,,Hourly,2025,6,9,0,160,16,0,2
2025-06-09 17:00:00,235.0,100.5,285.0,,,,,,,,Hourly,2025,6,9,0,160,17,0,2
2025-06-09 18:00:00,233.0,99.9,283.0,,,,,,,,Hourly,2025,6,9,0,160,18,0,2
2025-06-09 19:00:00,233.0,99.9,283.0,,,,,,,,Hourly,2025,6,9,0,160,19,0,2
2025-06-09 20:00:00,232.0,99.6,282.0,,,,,,,,Hourly,2025,6,9,0,160,20,0,2
2025-06-09 21:00:00,230.0,99.0,280.0,,,,,,,,Hourly,2025,6,9,0,160,21,0,2
2025-06-09 22:00:00,224.0,97.2,274.0,,,,,,,,Hourly,2025,6,9,0,160,22,0,2
2025-06-09 23:00:00,223.0,96.9,273.0,,,,,,,,Hourly,2025,6,9,0,160,23,0,2
2025-06-10 00:00:00,223.0,96.9,273.0,,,,,,,,Hourly,2025,6,10,1,161,0,0,2
2025-06-10 01:00:00,222.0,96.6,272.0,,,,,,,,Hourly,2025,6,10,1,161,1,0,2
2025-06-10 02:00:00,223.0,96.9,273.0,,,,,,,,Hourly,2025,6,10,1,161,2,0,2
2025-06-10 03:00:00,224.0,97.2,274.0,,,,,,,,Hourly,2025,6,10,1,161,3,0,2
2025-06-10 04:00:00,225.0,97.5,275.0,,,,,,,,Hourly,2025,6,10,1,161,4,0,2
2025-06-10 05:00:00,225.0,97.5,275.0,,,,,,,,Hourly,2025,6,10,1,161,5,0,2
2025-06-10 06:00:00,223.0,96.9,273.0,,,,,,,,Hourly,2025,6,10,1,161,6,0,2
2025-06-10 07:00:00,221.0,96.3,271.0,,,,,,,,Hourly,2025,6,10,1,161,7,0,2
2025-06-10 08:00:00,220.0,96.0,270.0,,,,,,,,Hourly,2025,6,10,1,161,8,0,2
2025-06-10 09:00:00,218.0,95.4,268.0,,,,,,,,Hourly,2025,6,10,1,161,9,0,2
2025-06-10 10:00:00,216.0,94.8,266.0,,,,,,,,Hourly,2025,6,10,1,161,10,0,2
2025-06-10 11:00:00,215.0,94.5,265.0,,,,,,,,Hourly,2025,6,10,1,161,11,0,2
2025-06-10 12:00:00,215.0,94.5,265.0,,,,,,,,Hourly,2025,6,10,1,161,12,0,2
2025-06-10 13:00:00,215.0,94.5,265.0,,,,,,,,Hourly,2025,6,10,1,161,13,0,2
2025-06-10 14:00:00,215.0,94.5,265.0,,,,,,,,Hourly,2025,6,10,1,161,14,0,2
2025-06-10 15:00:00,215.0,94.5,265.0,,,,,,,,Hourly,2025,6,10,1,161,15,0,2
2025-06-10 16:00:00,215.0,94.5,265.0,,,,,,,,Hourly,2025,6,10,1,161,16,0,2
2025-06-10 17:00:00,214.0,94.2,264.0,,,,,,,,Hourly,2025,6,10,1,161,17,0,2
2025-06-10 18:00:00,214.0,94.2,264.0,,,,,,,,Hourly,2025,6,10,1,161,18,0,2
2025-06-10 19:00:00,214.0,94.2,264.0,,,,,,,,Hourly,2025,6,10,1,161,19,0,2
2025-06-10 20:00:00,214.0,94.2,264.0,,,,,,,,Hourly,2025,6,10,1,161,20,0,2
2025-06-10 21:00:00,217.0,95.1,267.0,,,,,,,,Hourly,2025,6,10,1,161,21,0,2
2025-06-10 22:00:00,220.0,96.0,270.0,,,,,,,,Hourly,2025,6,10,1,161,22,0,2
2025-06-10 23:00:00,222.0,96.6,272.0,,,,,,,,Hourly,2025,6,10,1,161,23,0,2
2025-06-11 00:00:00,224.0,97.2,274.0,,,,,,,,Hourly,2025,6,11,2,162,0,0,2
2025-06-11 01:00:00,224.0,97.2,274.0,,,,,,,,Hourly,2025,6,11,2,162,1,0,2
2025-06-11 02:00:00,225.0,97.5,275.0,,,,,,,,Hourly,2025,6,11,2,162,2,0,2
2025-06-11 03:00:00,225.0,97.5,275.0,,,,,,,,Hourly,2025,6,11,2,162,3,0,2
2025-06-11 04:00:00,229.0,98.7,279.0,,,,,,,,Hourly,2025,6,11,2,162,4,0,2
2025-06-11 05:00:00,230.0,99.0,280.0,,,,,,,,Hourly,2025,6,11,2,162,5,0,2
2025-06-11 06:00:00,231.0,99.3,281.0,,,,,,,,Hourly,2025,6,11,2,162,6,0,2
2025-06-11 07:00:00,231.0,99.3,281.0,,,,,,,,Hourly,2025,6,11,2,162,7,0,2
2025-06-11 08:00:00,230.0,99.0,280.0,,,,,,,,Hourly,2025,6,11,2,162,8,0,2
2025-06-11 09:00:00,227.0,98.1,277.0,,,,,,,,Hourly,2025,6,11,2,162,9,0,2
2025-06-11 10:00:00,225.0,97.5,275.0,,,,,,,,Hourly,2025,6,11,2,162,10,0,2
2025-06-11 11:00:00,223.0,96.9,273.0,,,,,,,,Hourly,2025,6,11,2,162,11,0,2
2025-06-11 12:00:00,223.0,96.9,273.0,,,,,,,,Hourly,2025,6,11,2,162,12,0,2
